,ID,Name,Nationality,Club,Position,Preferred Foot,Value,Wage,Age,International Reputation,Crossing,HeadingAccuracy,Dribbling,LongPassing,BallControl,Agility,Stamina,Interceptions,Penalties,Overall
225,236583,J. Pavlenka,Czech Republic,SV Werder Bremen,GK,Right,19.5M,30000,26,1,11,14,12,17,19,39,20,13,18,82
226,235243,M. de Ligt,Netherlands,Ajax,RCB,Right,27M,11000,18,2,57,81,65,72,73,56,74,79,40,82
227,231866,Rodri,Spain,Atlético Madrid,CM,Right,29M,59000,22,1,63,75,77,80,82,69,86,80,46,82
228,230658,Arthur,Brazil,FC Barcelona,LCM,Right,32.5M,125000,21,1,70,58,82,80,83,79,78,75,69,82
229,230621,G. Donnarumma,Italy,Milan,GK,Right,29M,23000,19,3,12,12,28,24,28,64,34,26,24,82
230,230258,Rosberto Dourado,Brazil,Atlético Mineiro,RCM,Right,16.5M,46000,30,1,61,70,77,78,76,72,93,82,77,82
231,230225,Juiano Mestres,Brazil,Cruzeiro,RCB,Right,6.5M,39000,34,1,40,83,60,58,64,61,76,82,62,82
232,230168,Raphaelito Anjos,Brazil,Grêmio,GK,Right,14M,32000,30,1,10,11,9,16,21,34,29,23,14,82
233,227055,Gelson Martins,Portugal,Atlético Madrid,RM,Right,29.5M,59000,23,3,81,51,85,55,83,94,87,43,66,82
234,224411,Gonçalo Guedes,Portugal,Valencia CF,LM,Right,29M,36000,21,1,76,60,86,68,81,85,81,50,69,82
235,223959,L. Torreira,Uruguay,Arsenal,LCM,Right,25M,98000,22,2,74,55,78,77,81,83,85,87,48,82
236,222737,Malcom,Brazil,FC Barcelona,RW,Left,31.5M,140000,21,2,79,57,85,73,85,92,74,26,68,82
237,221087,Pau López,Spain,Real Betis,GK,Left,21.5M,21000,23,1,24,15,18,41,16,40,42,16,25,82
238,220814,L. Hernández,France,Atlético Madrid,LB,Left,25.5M,53000,22,1,78,83,65,63,79,70,82,81,34,82
239,220440,C. Lenglet,France,FC Barcelona,LCB,Left,26M,135000,23,1,36,78,60,69,76,62,73,82,43,82
240,216354,A. Kramarić,Croatia,TSG 1899 Hoffenheim,LCM,Right,26M,54000,27,2,75,69,87,53,86,82,76,21,88,82
241,216267,A. Robertson,Scotland,Liverpool,LB,Left,24.5M,98000,24,1,86,63,76,68,78,78,89,80,55,82
242,216194,Dani García,Spain,Athletic Club de Bilbao,RCM,Right,20M,33000,28,2,55,46,66,81,81,67,88,82,58,82
243,212404,F. Bernardeschi,Italy,Juventus,RM,Left,29.5M,110000,24,2,82,50,86,72,87,85,80,66,72,82
244,212194,J. Brandt,Germany,Bayer 04 Leverkusen,LM,Right,30.5M,68000,22,2,77,42,87,69,85,82,73,29,54,82
245,211320,D. Rugani,Italy,Juventus,CB,Right,24.5M,95000,23,2,40,80,64,59,65,59,67,86,36,82
246,210617,Samu Castillejo,Spain,Milan,RM,Left,29M,94000,23,2,81,43,85,77,83,83,55,50,59,82
247,210514,João Cancelo,Portugal,Juventus,RB,Right,25.5M,95000,24,2,85,64,84,75,83,78,89,77,46,82
248,210413,A. Romagnoli,Italy,Milan,LCB,Left,26.5M,84000,23,2,36,76,65,69,69,60,75,85,34,82
249,209989,T. Partey,Ghana,Atlético Madrid,CDM,Right,25.5M,59000,25,1,58,68,78,79,81,72,87,79,46,82
250,209297,Fred,Brazil,Manchester United,CM,Left,26.5M,140000,25,1,67,55,79,80,86,84,87,80,65,82
251,208830,J. Vardy,England,Leicester City,ST,Right,20M,96000,31,3,64,69,76,48,76,75,86,49,81,82
252,208596,A. Belotti,Italy,Torino,LS,Right,30M,58000,24,3,42,84,78,42,75,79,83,31,77,82
253,208448,E. Forsberg,Sweden,RB Leipzig,LM,Right,26M,67000,26,2,84,45,82,69,87,81,74,43,66,82
254,207494,J. Lingard,England,Manchester United,CAM,Right,26.5M,140000,25,2,74,64,83,66,83,86,87,53,65,82
255,207471,F. Vázquez,Argentina,Sevilla FC,LCM,Left,21.5M,27000,29,2,73,68,86,78,87,69,61,54,67,82
256,205678,E. Višća,Bosnia Herzegovina,Medipol Başakşehir FK,RM,Right,22.5M,40000,28,2,80,45,82,69,82,93,84,49,75,82
257,205452,A. Rüdiger,Germany,Chelsea,CB,Right,22.5M,110000,25,2,68,80,59,72,69,59,60,80,40,82
258,203551,A. Florenzi,Italy,Roma,RB,Right,20.5M,73000,27,3,77,72,78,75,79,87,90,78,76,82
259,203263,H. Maguire,England,Leicester City,LCB,Right,23.5M,77000,25,1,44,87,70,72,76,52,68,78,44,82
260,202371,T. Meunier,Belgium,Paris Saint-Germain,RM,Right,21M,87000,26,2,83,75,75,74,82,63,92,76,65,82
261,201956,S. Sané,Senegal,FC Schalke 04,CB,Right,18.5M,41000,27,2,57,88,64,71,70,60,69,83,43,82
262,201455,G. Kondogbia,Central African Rep.,Valencia CF,CM,Left,27.5M,46000,25,2,65,75,78,79,82,76,85,84,45,82
263,201400,Rafinha,Brazil,FC Barcelona,CAM,Left,29.5M,165000,25,2,72,55,87,76,84,80,67,70,67,82
264,201305,Gabriel Paulista,Brazil,Valencia CF,LCB,Right,21M,44000,27,2,67,81,60,69,69,69,72,82,51,82
265,201153,Morata,Spain,Chelsea,ST,Right,28.5M,135000,25,3,73,86,83,51,82,66,68,24,70,82
266,199987,J. Cillessen,Netherlands,FC Barcelona,GK,Right,18M,135000,29,3,17,12,12,33,32,48,40,25,21,82
267,199451,W. Ben Yedder,France,Sevilla FC,RS,Right,23.5M,28000,27,2,74,74,84,66,83,91,69,44,76,82
268,198951,C. Bakambu,DR Congo,Beijing Sinobo Guoan FC,ST,Right,26M,33000,27,2,74,71,80,66,82,80,79,39,69,82
269,198950,Pablo Sarabia,Spain,Sevilla FC,RCM,Left,26M,26000,26,2,86,61,86,77,84,80,72,50,69,82
270,198717,W. Zaha,Ivory Coast,Crystal Palace,LS,Right,28.5M,78000,25,2,81,47,90,65,87,88,76,23,66,82
271,198706,Luis Alberto,Spain,Lazio,CF,Right,28.5M,67000,25,2,76,49,86,87,88,79,73,28,56,82
272,198164,Jonathan Viera,Spain,Beijing Sinobo Guoan FC,LF,Right,22.5M,31000,28,2,75,41,84,78,82,89,79,73,74,82
273,198141,Bartra,Spain,Real Betis,CB,Right,21M,32000,27,3,55,82,70,78,80,72,67,86,52,82
274,197655,S. Coates,Uruguay,Sporting CP,RCB,Right,21M,19000,27,3,17,80,64,70,62,32,81,80,65,82
275,195093,Willian José,Brazil,Real Sociedad,ST,Right,26.5M,44000,26,2,54,84,79,50,80,65,73,35,80,82
276,193525,Mário Fernandes,Russia,PFC CSKA Moscow,RB,Right,18.5M,1000,27,2,76,76,77,74,79,79,87,78,53,82
277,193469,Víctor Ruiz,Spain,Villarreal CF,LCB,Left,19.5M,43000,29,2,54,77,53,70,71,56,72,83,46,82
278,193283,T. Delaney,Denmark,Borussia Dortmund,LCM,Left,21.5M,61000,26,2,67,83,73,77,77,73,90,85,60,82
279,192984,K. Casteels,Belgium,VfL Wolfsburg,GK,Left,19.5M,46000,26,2,15,14,14,37,23,50,44,16,20,82
280,192318,M. Götze,Germany,Borussia Dortmund,CM,Right,27M,67000,26,4,78,51,84,82,90,86,73,65,77,82
281,192227,S. Mustafi,Germany,Arsenal,RCB,Right,22.5M,115000,26,3,53,81,53,69,70,63,68,82,54,82
282,191180,J. Pastore,Argentina,Roma,CAM,Right,21.5M,84000,29,3,77,61,87,83,86,79,62,69,75,82
283,189505,Pedro,Spain,Chelsea,RW,Right,21M,140000,30,3,78,55,84,71,85,82,70,49,66,82
284,189125,G. Bonaventura,Italy,Milan,CM,Right,22M,115000,28,3,82,70,83,80,85,77,84,72,68,82
285,189117,R. Bürki,Switzerland,Borussia Dortmund,GK,Right,18.5M,50000,27,3,15,17,12,24,23,49,36,18,20,82
286,188803,Taison,Brazil,Shakhtar Donetsk,LM,Right,21M,1000,30,2,73,56,87,75,85,90,79,49,72,82
287,187936,S. Nzonzi,France,Roma,CDM,Right,17M,77000,29,2,59,79,72,77,81,36,86,84,57,82
288,187754,Marlos,Ukraine,Shakhtar Donetsk,RM,Left,21M,1000,30,2,76,53,87,73,88,92,78,51,80,82
289,186561,A. Ramsey,Wales,Arsenal,CAM,Right,25M,130000,27,3,75,58,81,80,82,73,89,69,75,82
290,186345,K. Trippier,England,Tottenham Hotspur,RB,Right,18.5M,99000,27,2,91,73,75,78,80,74,88,79,66,82
291,185103,A. Kolarov,Serbia,Roma,LB,Left,12.5M,73000,32,2,91,80,79,77,76,63,84,81,74,82
292,184484,G. Sigurðsson,Iceland,Everton,CAM,Right,22.5M,125000,28,3,86,60,80,80,85,68,86,55,79,82
293,184431,S. Giovinco,Italy,Toronto FC,CF,Right,20M,15000,31,2,72,34,86,76,86,94,77,26,73,82
294,184200,M. Arnautović,Austria,West Ham United,LS,Right,22M,120000,29,3,80,74,84,74,85,70,78,44,77,82
295,184144,N. Gaitán,Argentina,Dalian YiFang FC,CAM,Left,21M,22000,30,3,80,54,84,75,83,87,69,40,71,82
296,183711,J. Henderson,England,Liverpool,RCM,Right,18M,125000,28,2,81,65,73,84,80,70,91,80,64,82
297,183574,M. Kruse,Germany,SV Werder Bremen,ST,Left,21.5M,45000,30,2,81,63,82,80,85,74,71,41,90,82
298,183498,M. Parolo,Italy,Lazio,RDM,Right,9M,59000,33,2,70,75,75,83,79,67,88,80,45,82
299,183376,L. Fejsa,Serbia,SL Benfica,CDM,Right,17M,18000,29,2,50,73,68,74,72,57,90,85,56,82
300,183280,A. Rami,France,Olympique de Marseille,RCB,Right,12.5M,57000,32,3,36,77,56,68,68,54,84,83,48,82
301,181786,V. Ćorluka,Croatia,Lokomotiv Moscow,LCB,Right,12.5M,1000,32,3,68,83,65,72,73,57,80,77,49,82
302,181291,G. Wijnaldum,Netherlands,Liverpool,CAM,Right,23M,130000,27,3,67,72,84,76,84,80,85,76,74,82
303,179847,F. Fazio,Argentina,Roma,LCB,Right,15M,73000,31,3,44,89,48,62,72,29,74,85,26,82
304,178509,O. Giroud,France,Chelsea,ST,Left,20M,140000,31,3,64,90,70,58,83,57,62,42,83,82
305,173521,Marcano,Spain,Roma,CB,Left,15M,73000,31,3,49,83,54,67,67,58,78,82,45,82
306,171897,A. Guardado,Mexico,Real Betis,CM,Left,19M,35000,31,3,73,55,80,83,84,81,84,73,70,82
307,170481,E. Garay,Argentina,Valencia CF,RCB,Right,15M,44000,31,3,62,80,60,72,73,54,62,83,69,82
308,168530,Jardel,Brazil,SL Benfica,LCB,Right,12.5M,17000,32,2,46,85,52,53,60,35,68,82,57,82
309,168435,S. Sirigu,Italy,Torino,GK,Right,13.5M,45000,31,3,13,11,15,28,18,52,34,20,19,82
310,168354,E. Viviano,Italy,Sporting CP,GK,Left,12.5M,15000,32,2,12,13,18,37,22,35,29,10,21,82
311,165229,L. Koscielny,France,Arsenal,CB,Right,12.5M,115000,32,3,52,80,62,69,66,65,62,84,51,82
312,163489,A. Consigli,Italy,Sassuolo,GK,Right,13.5M,52000,31,2,10,10,10,27,23,57,31,15,21,82
313,158963,L. Biglia,Argentina,Milan,CDM,Right,12.5M,98000,32,3,74,54,80,82,84,76,75,82,72,82
314,146530,Dani Alves,Brazil,Paris Saint-Germain,RB,Right,4.8M,62000,35,4,85,72,84,79,86,84,74,79,70,82
315,113422,David Villa,Spain,New York City FC,ST,Right,8M,12000,36,3,71,67,83,67,85,71,70,29,88,82
316,106231,Aduriz,Spain,Athletic Club de Bilbao,ST,Right,8M,29000,37,3,54,92,76,52,82,50,60,23,82,82
317,48940,P. Čech,Czech Republic,Arsenal,GK,Left,3M,60000,36,4,19,19,12,33,22,46,32,23,23,82
318,5479,Casillas,Spain,FC Porto,GK,Left,1.5M,10000,37,4,13,25,25,22,23,62,43,22,24,82
319,231677,M. Rashford,England,Manchester United,LW,Right,27M,110000,20,2,75,71,83,65,80,88,79,42,74,81
320,230271,Laure Santeiro,Brazil,Fluminense,CAM,Left,17M,40000,30,1,73,44,82,80,82,89,67,31,74,81
321,229906,L. Bailey,Jamaica,Bayer 04 Leverkusen,LM,Left,26.5M,54000,20,1,77,57,86,66,82,86,76,21,71,81
322,229237,M. Akanji,Switzerland,Borussia Dortmund,LCB,Right,21M,49000,22,2,51,75,67,76,75,69,76,79,40,81
323,228702,F. de Jong,Netherlands,Ajax,LDM,Right,26M,19000,21,1,75,64,86,82,88,84,74,78,45,81
324,227928,Nélson Semedo,Portugal,FC Barcelona,RB,Right,20M,125000,24,2,74,58,80,65,78,88,91,80,38,81
325,226456,Pablo Fornals,Spain,Villarreal CF,CAM,Right,24M,36000,22,1,74,50,81,80,81,79,77,74,46,81
326,226271,Fabián,Spain,Napoli,LM,Left,26M,64000,22,1,72,67,81,80,83,73,73,77,67,81
327,225508,E. Bailly,Ivory Coast,Manchester United,CB,Right,21M,105000,24,2,51,79,60,56,65,65,72,81,46,81
328,222509,Dani Ceballos,Spain,Real Madrid,LCM,Right,25M,120000,21,1,74,41,85,80,85,82,75,76,55,81
329,221992,H. Lozano,Mexico,PSV,LS,Right,24M,22000,22,3,75,60,84,67,80,91,80,45,64,81
330,216475,Morales,Spain,Levante UD,LS,Right,17M,33000,30,1,79,54,87,68,83,78,82,59,76,81
331,216451,J. Seri,Ivory Coast,Fulham,LDM,Right,20.5M,73000,26,2,72,60,78,84,84,82,75,74,67,81
332,216409,M. Politano,Italy,Inter,RM,Left,22.5M,57000,24,2,79,40,84,74,83,90,79,38,70,81
333,216352,M. Brozović,Croatia,Inter,LDM,Right,18.5M,64000,25,2,72,62,81,83,83,74,84,81,69,81
334,216201,Williams,Spain,Athletic Club de Bilbao,LW,Right,24.5M,31000,24,2,78,70,82,66,81,80,75,21,64,81
335,214997,A. Correa,Argentina,Atlético Madrid,RM,Right,24.5M,54000,23,1,74,67,87,65,87,87,74,48,55,81
336,213661,A. Christensen,Denmark,Chelsea,LCB,Right,21.5M,91000,22,2,49,80,68,72,74,61,69,82,36,81
337,212814,João Mário,Portugal,Inter,CAM,Right,22.5M,71000,25,3,77,55,83,78,83,81,79,72,66,81
338,212151,T. Strakosha,Albania,Lazio,GK,Right,17M,36000,23,1,18,11,14,22,15,31,23,24,21,81
339,210864,E. Hysaj,Albania,Napoli,RB,Right,20M,58000,24,2,78,66,75,70,77,76,87,80,40,81
340,210406,P. Zieliński,Poland,Napoli,RCM,Right,24.5M,64000,24,3,77,52,84,79,85,79,72,75,51,81
341,210243,Ricardo Pereira,Portugal,Leicester City,RB,Right,19M,64000,24,3,81,64,83,78,79,82,84,79,60,81
342,210035,Grimaldo,Spain,SL Benfica,LB,Left,20.5M,14000,22,3,83,65,83,78,82,85,83,80,51,81
343,209889,R. Guerreiro,Portugal,Borussia Dortmund,LM,Left,24M,54000,24,3,85,52,83,75,84,88,72,84,44,81
344,208135,A. Doucouré,France,Watford,RDM,Right,19.5M,60000,25,2,68,66,78,74,80,60,93,82,54,81
345,207877,J. Martínez,Venezuela,Atlanta United,LS,Right,22.5M,14000,25,1,53,77,75,55,78,91,72,20,70,81
346,207664,C. Bacca,Colombia,Villarreal CF,LS,Right,16M,45000,31,3,60,75,80,55,80,73,66,34,80,81
347,206467,A. Plea,France,Borussia Mönchengladbach,LW,Right,22M,40000,25,2,78,73,78,68,79,79,82,39,65,81
348,205923,B. Davies,Wales,Tottenham Hotspur,LB,Left,18.5M,87000,25,2,83,69,76,70,79,70,85,79,54,81
349,205362,M. Nastasić,Serbia,FC Schalke 04,LCB,Left,18.5M,36000,25,2,46,78,43,69,65,65,62,78,52,81
350,205175,A. Milik,Poland,Napoli,CF,Left,25.5M,71000,24,3,58,78,74,62,78,68,73,36,79,81
351,204923,M. Sabitzer,Austria,RB Leipzig,LM,Right,22.5M,54000,24,2,70,56,79,67,81,75,84,55,65,81
352,204884,B. Mendy,France,Manchester City,LB,Left,20M,105000,23,2,87,65,80,69,79,68,81,79,50,81
353,204024,C. Kramer,Germany,Borussia Mönchengladbach,CDM,Right,17M,35000,27,2,61,58,71,72,81,66,93,81,47,81
354,203890,S. Vrsaljko,Croatia,Inter,RB,Right,18M,57000,26,2,82,73,74,70,79,67,90,79,52,81
355,203486,T. Hazard,Belgium,Borussia Mönchengladbach,RW,Right,21.5M,40000,25,2,77,38,85,72,83,91,77,41,83,81
356,202857,K. Bellarabi,Germany,Bayer 04 Leverkusen,RM,Right,18M,76000,28,3,76,48,87,58,83,86,73,38,57,81
357,202685,S. Zaza,Italy,Torino,RS,Left,21M,48000,27,2,52,79,77,45,79,76,76,40,79,81
358,201454,F. Ghoulam,Algeria,Napoli,LB,Left,16.5M,68000,27,2,85,70,79,74,80,72,88,76,76,81
359,200726,B. Lecomte,France,Montpellier HSC,GK,Left,15M,27000,27,2,13,10,11,21,23,36,34,24,20,81
360,200647,J. Iličić,Slovenia,Atalanta,CAM,Left,17M,41000,30,3,78,58,83,74,87,70,64,46,78,81
361,200610,K. Volland,Germany,Bayer 04 Leverkusen,ST,Left,22M,76000,25,2,78,67,79,67,81,73,88,45,72,81
362,200454,Paco Alcácer,Spain,Borussia Dortmund,ST,Right,23.5M,59000,24,2,53,77,78,51,81,83,65,26,71,81
363,199715,Vitolo,Spain,Atlético Madrid,LM,Right,18M,65000,28,2,78,65,84,80,83,74,80,25,74,81
364,199503,G. Xhaka,Switzerland,Arsenal,LDM,Left,22M,115000,25,3,71,62,70,85,80,49,80,71,63,81
365,199434,D. Tadić,Serbia,Ajax,LAM,Left,17.5M,26000,29,3,83,63,85,77,86,82,69,31,71,81
366,199042,C. Aránguiz,Chile,Bayer 04 Leverkusen,LDM,Right,17M,76000,29,2,78,53,75,83,82,80,87,74,76,81
367,196889,S. Verdi,Italy,Napoli,RW,Left,19.5M,77000,25,2,82,42,84,76,86,92,75,36,68,81
368,195086,D. Lovren,Croatia,Liverpool,RCB,Right,16M,115000,28,2,59,80,63,66,67,50,68,81,52,81
369,193532,G. Medel,Chile,Beşiktaş JK,RCB,Right,13M,56000,30,3,50,68,63,78,71,78,84,84,58,81
370,193348,X. Shaqiri,Switzerland,Liverpool,CAM,Left,19M,130000,26,3,78,45,86,80,84,84,75,55,65,81
371,193165,J. Corona,Mexico,FC Porto,RM,Right,21.5M,18000,25,3,73,67,91,68,84,90,74,45,68,81
372,193105,A. Areola,France,Paris Saint-Germain,GK,Right,16.5M,61000,25,2,20,14,12,32,22,53,28,23,25,81
373,192641,K. Vogt,Germany,TSG 1899 Hoffenheim,CB,Right,17.5M,42000,26,2,60,79,67,83,71,59,74,82,53,81
374,191740,Ander Herrera,Spain,Manchester United,CM,Right,17.5M,140000,28,3,74,58,77,79,82,79,87,86,79,81
375,190972,E. Salvio,Argentina,SL Benfica,RW,Right,18.5M,19000,27,2,78,73,85,72,84,83,85,60,75,81
376,190813,S. El Shaarawy,Italy,Roma,LM,Right,21M,77000,25,3,74,51,84,57,86,85,68,36,67,81
377,189881,C. Smalling,England,Manchester United,RCB,Right,16M,130000,28,3,52,82,59,63,58,55,71,81,52,81
378,189362,Hulk,Brazil,Shanghai SIPG FC,RCM,Left,15.5M,25000,31,4,76,69,82,72,79,69,86,48,78,81
379,189358,S. Kagawa,Japan,Borussia Dortmund,CAM,Right,17.5M,65000,29,3,65,48,86,72,83,87,82,59,80,81
380,188988,M. Lanzini,Argentina,West Ham United,CAM,Right,23M,90000,25,2,74,56,87,78,86,86,73,27,73,81
381,187491,F. Smolov,Russia,Lokomotiv Moscow,ST,Right,18.5M,1000,28,1,56,70,77,62,78,75,74,32,74,81
382,187072,L. Stindl,Germany,Borussia Mönchengladbach,CF,Right,18M,43000,29,2,76,64,78,69,83,70,78,60,80,81
383,185239,O. Toprak,Turkey,Borussia Dortmund,CB,Right,16M,59000,28,3,49,80,63,70,71,64,67,78,43,81
384,183900,D. Perotti,Argentina,Roma,LW,Right,17.5M,84000,29,3,79,57,88,69,88,83,73,36,90,81
385,182494,F. Muslera,Uruguay,Galatasaray SK,GK,Right,10M,52000,32,3,15,12,25,47,23,68,45,23,24,81
386,179784,B. Höwedes,Germany,Lokomotiv Moscow,RCB,Right,13M,1000,30,3,58,83,59,64,65,60,61,81,56,81
387,179645,S. Kjær,Denmark,Sevilla FC,RCB,Right,14M,23000,29,3,54,82,46,69,71,40,76,79,61,81
388,177458,S. Bender,Germany,Bayer 04 Leverkusen,LCB,Right,14M,69000,29,2,43,75,58,69,60,63,83,82,34,81
389,177326,M. Valbuena,France,Fenerbahçe SK,LM,Right,11M,86000,33,3,82,48,83,77,82,86,73,34,68,81
390,175379,Pedro León,Spain,SD Eibar,RM,Right,15.5M,32000,31,2,91,36,84,85,85,68,65,43,71,81
391,173909,K. Boateng,Ghana,Sassuolo,CM,Right,15M,65000,31,3,75,74,79,78,84,77,68,71,67,81
392,173771,L. Piszczek,Poland,Borussia Dortmund,RB,Right,7M,57000,33,3,82,74,72,69,76,66,77,83,65,81
393,173221,A. Candreva,Italy,Inter,RM,Right,15.5M,74000,31,3,83,55,82,73,83,74,86,67,83,81
394,172522,D. Wass,Denmark,Valencia CF,RB,Right,17M,46000,29,2,78,67,80,79,81,79,90,75,64,81
395,170368,E. Lamela,Argentina,Tottenham Hotspur,RM,Left,21M,105000,26,2,78,69,86,73,84,75,78,45,75,81
396,169595,D. Rose,England,Tottenham Hotspur,LB,Left,14.5M,92000,27,3,82,62,80,66,77,69,78,81,57,81
397,169416,C. Vela,Mexico,Los Angeles FC,RW,Left,17.5M,15000,29,3,79,70,83,66,83,81,74,37,72,81
398,169195,Renato Augusto,Brazil,Beijing Sinobo Guoan FC,LCM,Right,16.5M,28000,30,2,75,57,82,81,81,66,81,72,68,81
399,167905,A. Valencia,Ecuador,Manchester United,RM,Right,10M,120000,32,2,79,62,80,72,81,72,79,82,55,81
400,164835,L. Fabiański,Poland,West Ham United,GK,Right,9M,70000,33,2,14,11,14,32,22,52,25,16,22,81
401,162347,João Moutinho,Portugal,Wolverhampton Wanderers,RCM,Right,15M,85000,31,3,77,70,79,81,82,76,78,72,70,81
402,161956,Borja Valero,Spain,Inter,CAM,Right,11M,74000,33,3,78,60,85,85,88,74,69,70,72,81
403,159261,F. Quagliarella,Italy,Sampdoria,RS,Right,8M,39000,35,2,66,68,76,73,81,71,66,26,84,81
404,159145,B. Gomis,France,Al Hilal,ST,Right,14M,56000,32,3,61,82,78,46,79,59,68,38,83,81
405,157960,Manuel Fernandes,Portugal,Lokomotiv Moscow,LM,Right,14M,1000,32,2,79,59,86,80,83,82,76,68,73,81
406,156519,H. Herrera,Mexico,FC Porto,CM,Right,17.5M,20000,28,3,63,59,76,75,78,66,94,81,64,81
407,144622,Raffael,Brazil,Borussia Mönchengladbach,CF,Right,11M,41000,33,2,78,63,87,76,85,83,62,45,72,81
408,139068,Nani,Portugal,Sporting CP,LM,Right,15.5M,19000,31,3,80,61,87,77,86,92,74,31,72,81
409,138412,J. Milner,England,Liverpool,CM,Right,13.5M,120000,32,2,86,66,76,81,79,69,91,79,83,81
410,112316,J. Mathieu,France,Sporting CP,LCB,Left,5.5M,18000,34,3,79,80,65,77,62,52,78,82,72,81
411,45186,Joaquín,Spain,Real Betis,LS,Right,6M,24000,36,2,86,59,85,83,83,72,54,35,75,81
412,239207,M. Gómez,Uruguay,RC Celta,ST,Right,20.5M,25000,21,1,56,81,76,58,77,45,71,21,67,80
413,235790,K. Havertz,Germany,Bayer 04 Leverkusen,CAM,Left,22M,32000,19,1,69,65,81,73,83,78,73,32,49,80
414,235569,T. Ndombele,France,Olympique Lyonnais,CM,Right,22.5M,51000,21,1,67,56,86,79,84,83,78,73,60,80
415,234906,H. Aouar,France,Olympique Lyonnais,LM,Right,23.5M,51000,20,1,68,54,84,78,82,81,79,66,63,80
416,234153,Carlos Soler,Spain,Valencia CF,RM,Right,21M,31000,21,1,80,56,79,79,82,75,78,68,73,80
417,234035,Odriozola,Spain,Real Madrid,RB,Right,18.5M,115000,22,1,81,73,69,70,77,78,80,75,62,80
418,230977,M. Almirón,Paraguay,Atlanta United,CAM,Left,19.5M,11000,24,1,71,43,81,70,79,86,85,50,64,80
419,230347,Welington Dano,Brazil,Cruzeiro,LB,Left,10.5M,34000,30,1,82,69,77,71,78,83,89,77,61,80
420,230234,Everton Andrão,Brazil,Fluminense,CDM,Right,4.5M,34000,34,1,75,59,75,75,77,78,89,79,61,80
421,230142,Oyarzabal,Spain,Real Sociedad,CAM,Left,21M,29000,21,1,81,44,84,73,85,70,71,29,52,80
422,228229,F. Balbuena,Paraguay,West Ham United,RCB,Right,15.5M,80000,26,1,33,82,47,56,56,42,76,80,48,80
423,227536,M. Marega,Mali,FC Porto,RS,Right,16M,19000,27,2,59,81,62,52,65,67,91,26,71,80
424,226851,B. Pavard,France,VfB Stuttgart,RB,Right,17.5M,33000,22,1,66,73,66,80,77,68,77,84,51,80
425,226790,W. Ndidi,Nigeria,Leicester City,LDM,Right,17M,50000,21,1,50,76,74,70,75,67,92,84,55,80
426,226753,A. Onana,Cameroon,Ajax,GK,Right,14.5M,14000,22,2,15,20,26,26,38,68,39,15,27,80
427,226226,G. Lo Celso,Argentina,Real Betis,RCM,Left,20M,72000,22,1,75,59,81,80,82,81,80,65,60,80
428,224334,M. Acuña,Argentina,Sporting CP,LB,Left,12.5M,16000,26,2,87,63,85,76,82,84,90,76,74,80
429,224293,Rúben Neves,Portugal,Wolverhampton Wanderers,LCM,Right,20.5M,59000,21,2,75,51,73,85,80,65,78,75,62,80
430,221639,Mariano,Dominican Republic,Real Madrid,ST,Right,20M,140000,24,1,50,82,75,51,72,79,81,45,75,80
431,221540,Raúl,Brazil,SC Braga,CB,Left,12M,19000,28,1,56,86,56,62,60,59,75,81,51,80
432,220477,M. Caldara,Italy,Milan,CB,Right,17.5M,73000,24,2,34,82,62,58,63,58,67,82,30,80
433,219985,M. Vecino,Uruguay,Inter,LM,Right,14.5M,63000,26,2,71,75,84,79,84,66,81,76,56,80
434,219809,T. Bakayoko,France,Milan,LCM,Right,17M,85000,23,2,55,71,76,75,77,64,83,80,45,80
435,218339,M. Dahoud,Germany,Borussia Dortmund,CM,Right,20M,50000,22,2,67,43,85,78,83,87,89,76,55,80
436,216547,Rafa,Portugal,SL Benfica,RW,Right,18.5M,17000,25,2,77,46,86,64,84,88,78,43,59,80
437,215785,K. Baldé,Senegal,Inter,RM,Right,20M,65000,23,2,75,58,83,64,85,82,73,31,60,80
438,215316,G. Rulli,Argentina,Real Sociedad,GK,Right,14M,26000,26,3,12,12,14,23,15,58,42,21,24,80
439,214584,F. Armani,Argentina,River Plate,GK,Right,9M,22000,31,1,18,19,19,21,29,40,28,21,20,80
440,212692,Rony Lopes,Portugal,AS Monaco,RM,Left,20M,65000,22,2,78,38,82,72,81,84,70,29,65,80
441,212623,Santi Mina,Spain,Valencia CF,LS,Right,20M,40000,22,1,73,76,81,65,80,78,75,52,67,80
442,211748,K. Demirbay,Germany,TSG 1899 Hoffenheim,RCM,Left,19.5M,37000,24,2,72,46,82,80,84,77,74,57,70,80
443,211688,Gayà,Spain,Valencia CF,LB,Left,16.5M,33000,23,2,82,52,77,75,81,79,83,74,52,80
444,211575,André Gomes,Portugal,Everton,LDM,Right,19.5M,130000,24,3,61,69,80,81,78,67,76,74,55,80
445,211256,N. Tagliafico,Argentina,Ajax,LB,Left,15M,20000,25,2,75,73,74,67,74,79,91,77,46,80
446,210896,M. Sanson,France,Olympique de Marseille,RDM,Right,19.5M,47000,23,2,78,69,77,84,79,79,79,77,68,80
447,209960,Pacheco,Spain,Deportivo Alavés,GK,Left,13M,23000,26,1,12,10,13,27,14,62,43,26,23,80
448,208333,E. Can,Germany,Juventus,CM,Right,19.5M,91000,24,2,70,72,76,80,81,73,85,81,60,80
449,208128,H. Çalhanoğlu,Turkey,Milan,CAM,Right,19.5M,89000,24,3,81,53,85,80,86,78,76,61,71,80
